k;i;size;time
10;4;497;127
10;4;501;133
10;4;503;118
10;4;500;96
10;4;503;300
10;4;500;144
10;4;503;132
10;4;504;151
10;4;500;142
10;4;502;129
10;4;495;128
10;4;499;132
10;4;498;143
10;4;498;154
10;4;500;231
10;4;501;160
10;4;499;157
10;4;497;127
10;4;501;110
10;4;500;112
10;4;497;119
10;4;504;117
10;4;499;144
10;4;498;143
10;4;506;123
10;4;500;119
10;4;499;120
10;4;502;118
10;4;507;121
10;4;508;114
10;4;502;110
10;4;500;108
10;4;496;108
10;4;498;107
10;4;495;108
10;4;500;108
10;4;502;110
10;4;504;111
10;4;502;110
10;4;503;110
10;5;505;134
10;5;508;138
10;5;505;141
10;5;504;139
10;5;506;141
10;5;499;133
10;5;510;132
10;5;512;131
10;5;506;134
10;5;503;132
10;5;506;134
10;5;505;138
10;5;504;137
10;5;504;142
10;5;509;139
10;5;509;141
10;5;506;142
10;5;498;141
10;5;509;138
10;5;508;135
10;5;503;143
10;5;504;142
10;5;501;141
10;5;505;141
10;5;507;141
10;5;501;135
10;5;508;139
10;5;505;141
10;5;505;143
10;5;506;143
10;5;505;160
10;5;505;142
10;5;508;140
10;5;507;138
10;5;505;225
10;5;508;151
10;5;509;223
10;5;500;215
10;5;503;171
10;5;509;167
10;5;511;156
10;5;506;119
10;5;501;197
10;5;505;141
10;5;508;167
10;5;505;163
10;5;503;183
10;5;505;155
10;5;505;142
10;5;503;141
10;5;506;158
10;5;503;153
10;5;505;170
10;5;501;231
10;5;508;154
10;5;507;193
10;5;502;192
10;5;504;287
10;5;509;215
10;5;506;174
10;5;502;263
10;5;506;353
10;5;515;142
10;5;506;156
10;5;502;109
10;5;512;135
10;5;501;134
10;5;503;135
10;5;509;139
10;5;505;363
10;5;508;118
10;5;509;96
10;5;505;104
10;5;508;114
10;5;501;121
10;5;502;120
10;5;507;140
10;5;508;130
10;5;503;111
10;5;505;104
10;5;508;106
10;5;504;125
10;5;507;115
10;5;506;139
10;5;507;108
10;5;508;117
10;5;502;113
10;5;502;117
10;5;501;110
10;5;502;112
10;5;502;116
10;5;508;118
10;5;510;136
10;5;504;140
10;5;497;140
10;5;503;139
10;5;511;140
10;5;504;156
10;5;502;136
10;5;505;118
10;5;505;131
10;5;504;136
10;5;509;118
10;5;503;131
10;5;508;126
10;5;503;125
10;5;508;141
10;5;506;136
10;5;505;128
10;5;503;124
10;5;506;106
10;5;507;112
10;5;507;131
10;5;502;118
10;5;505;119
10;5;500;134
10;5;502;120
10;5;509;131
10;5;509;135
10;5;504;123
10;5;505;133
10;5;505;121
10;5;507;130
10;5;507;110
10;5;506;119
10;5;508;138
10;5;506;129
10;5;503;116
10;5;507;117
10;5;505;116
10;5;508;123
10;5;503;113
10;5;502;118
10;5;503;119
10;5;505;165
10;5;502;141
10;5;498;159
10;5;504;158
10;5;504;132
10;5;500;137
10;5;503;121
10;5;505;107
10;5;505;99
10;5;508;109
10;5;503;104
10;5;504;111
10;5;509;110
10;5;503;95
10;5;510;97
10;5;508;114
10;5;502;106
10;5;503;158
10;5;506;459
10;5;506;198
10;5;510;159
10;5;504;105
10;5;505;95
10;5;505;98
10;5;506;104
10;5;508;95
10;5;509;101
10;5;509;94
10;5;502;103
10;5;501;111
10;5;503;109
10;5;502;156
10;5;506;153
10;5;509;160
10;5;505;170
10;5;506;169
10;5;508;219
10;5;502;204
10;5;503;205
10;5;512;151
10;5;507;176
10;5;506;201
10;5;506;291
10;5;502;388
10;5;506;364
10;5;509;485
10;5;511;132
10;5;506;143
10;5;502;141
10;5;506;141
10;5;504;141
10;5;508;131
10;5;502;140
10;5;506;124
10;5;505;120
10;5;506;141
10;5;501;133
10;5;501;139
10;5;505;137
10;5;505;138
10;5;508;137
10;5;504;137
10;5;508;136
10;5;504;138
10;5;505;138
10;5;510;137
10;5;500;140
10;5;504;140
10;5;507;140
10;5;506;140
10;5;506;139
10;5;509;169
10;5;500;140
10;5;501;141
10;5;504;140
10;5;504;142
10;5;503;140
10;5;506;148
10;5;508;141
10;5;506;139
10;5;509;139
10;5;505;139
10;5;505;139
10;5;509;139
10;5;505;134
10;5;504;136
10;5;504;149
10;5;507;124
10;5;503;133
10;5;507;138
10;5;506;135
10;5;506;137
10;5;499;137
10;5;508;138
10;5;497;135
10;5;508;137
10;5;507;138
10;5;505;135
10;5;509;127
10;5;501;133
10;5;506;136
10;5;511;137
10;5;502;135
10;5;505;136
10;5;502;135
10;5;510;130
10;5;508;135
10;5;510;136
10;5;504;136
10;5;505;135
10;5;509;134
10;5;505;134
10;5;506;139
10;5;504;141
10;5;507;142
10;5;504;142
10;5;499;139
10;5;500;141
10;5;501;138
10;5;507;138
10;5;508;141
10;5;508;141
10;5;504;141
10;5;503;142
10;5;507;137
10;5;509;137
10;5;506;137
10;5;509;130
10;5;507;140
10;5;511;186
10;5;505;176
10;5;504;179
10;5;504;183
10;5;501;143
10;5;503;140
10;5;503;188
10;5;506;194
10;5;503;166
10;5;506;173
10;5;509;123
10;5;505;144
10;5;502;142
10;5;503;141
10;5;514;173
10;5;503;160
10;5;509;143
10;5;500;154
10;5;505;155
10;5;500;133
10;5;505;133
10;5;503;149
10;5;505;155
10;5;505;159
10;5;503;164
10;5;504;138
10;5;508;145
10;5;506;136
10;5;499;136
10;5;506;122
10;5;499;141
10;5;506;125
10;5;505;130
10;5;508;138
10;5;501;140
10;5;509;121
10;5;506;141
10;5;505;126
10;5;509;108
10;5;507;105
10;5;506;132
10;5;507;97
10;5;502;126
10;5;496;118
10;5;504;111
10;5;505;100
10;5;506;115
10;5;498;133
10;5;505;100
10;5;504;121
10;5;505;95
10;5;502;100
10;5;504;96
10;5;507;94
10;5;506;103
10;5;506;101
10;5;505;113
10;5;503;145
10;5;508;122
10;5;503;128
10;5;503;127
10;5;507;135
10;5;507;137
10;5;507;138
10;5;511;130
10;5;505;144
10;5;512;125
10;5;505;100
10;5;509;141
10;5;503;142
10;5;503;141
10;5;506;141
10;5;508;141
10;5;509;138
10;5;505;135
10;5;504;136
10;5;506;137
10;5;502;139
10;5;505;139
10;5;503;134
10;5;506;138
10;5;505;140
10;5;509;138
10;5;509;124
10;5;507;127
10;5;506;104
10;5;509;134
10;5;503;102
10;5;508;113
10;5;505;101
10;5;503;104
10;5;507;122
10;5;506;95
10;5;503;94
10;5;505;100
10;5;504;99
10;5;501;111
10;5;507;94
10;5;504;102
10;5;503;133
10;5;509;130
10;5;500;129
10;5;503;131
10;5;506;134
10;5;507;135
10;5;501;134
10;5;504;134
10;5;504;133
10;5;503;134
10;5;506;137
10;5;501;141
10;5;506;109
10;5;504;103
10;5;508;104
10;5;501;96
10;5;507;94
10;5;501;105
10;5;506;100
10;5;501;104
10;5;506;94
10;5;502;93
10;5;501;94
10;5;503;94
10;5;511;94
10;5;507;94
10;5;507;99
10;5;503;104
10;5;504;94
10;5;503;94
10;5;501;95
10;5;506;95
10;5;507;100
10;5;503;110
10;5;510;100
10;5;507;95
10;5;506;94
10;5;504;94
10;5;502;94
10;5;505;94
10;5;505;94
10;5;510;109
10;5;509;95
10;5;499;99
10;5;507;98
10;5;507;100
10;5;509;93
10;5;501;119
10;5;511;102
10;5;503;94
10;5;505;107
10;5;511;143
10;5;509;142
10;5;507;135
10;5;501;120
10;5;504;113
10;5;503;104
10;5;505;94
10;5;510;133
10;5;505;141
10;5;507;136
10;5;502;109
10;5;508;104
10;5;504;126
10;5;505;120
10;5;502;108
10;5;501;101
10;5;505;134
10;5;508;118
10;5;502;118
10;5;506;132
10;5;503;103
10;5;506;146
10;5;507;133
10;5;502;134
10;5;505;171
10;5;509;125
10;5;508;155
10;5;508;137
10;5;505;143
10;5;507;141
10;5;502;160
10;5;507;142
10;5;507;149
10;5;501;96
10;5;504;94
10;5;504;109
10;5;505;108
10;5;509;99
10;5;506;94
10;5;508;104
10;5;505;98
10;5;509;100
10;5;506;94
10;5;506;111
10;5;505;114
10;5;503;157
10;5;502;144
10;5;505;172
10;5;506;168
10;5;502;175
10;5;504;137
10;5;508;233
10;5;504;153
10;5;505;141
10;5;499;142
10;5;508;143
10;5;507;141
10;5;504;139
10;5;503;141
10;5;499;140
10;5;503;140
10;5;504;141
10;5;505;141
10;5;507;140
10;5;505;140
10;5;508;140
10;5;506;140
10;5;505;140
10;5;508;140
10;5;509;140
10;5;506;140
10;5;507;140
10;5;511;140
10;5;506;141
10;5;507;140
10;5;511;140
10;5;508;140
10;5;502;140
10;5;508;140
10;5;505;140
10;5;503;140
10;5;505;140
10;5;505;153
10;5;505;140
10;5;502;140
10;5;507;140
10;5;505;140
10;5;499;140
10;5;500;140
10;5;505;140
10;5;503;140
10;5;508;140
10;5;504;140
10;5;503;141
10;5;501;140
10;5;513;140
10;5;509;141
10;5;507;140
10;5;502;141
10;5;505;141
10;5;500;141
10;5;504;140
10;5;510;146
10;5;501;141
10;5;505;140
10;5;508;140
10;5;505;140
10;5;505;151
10;5;507;140
10;5;511;141
10;5;505;140
10;5;506;140
10;5;505;140
10;5;503;141
10;5;506;140
10;5;505;140
10;5;502;140
10;5;508;136
10;5;508;133
10;5;509;134
10;5;507;136
10;5;504;139
10;5;512;139
10;5;505;131
10;5;507;107
10;5;504;106
10;5;508;104
10;5;507;124
10;5;506;122
10;5;511;138
10;5;509;139
10;5;507;109
10;5;505;94
10;5;505;94
10;5;508;94
10;5;502;95
10;5;509;136
10;5;509;140
10;5;504;140
10;5;510;140
10;5;504;140
10;5;507;140
10;5;503;140
10;5;506;152
10;5;502;120
10;5;503;136
10;5;505;137
10;5;504;146
10;5;507;156
10;5;504;142
10;5;506;151
10;5;502;140
10;5;505;139
10;5;500;260
10;5;506;136
10;5;509;138
10;5;506;142
10;5;505;141
10;5;502;125
10;5;510;245
10;5;508;160
10;5;508;145
10;5;505;198
10;5;508;208
10;5;504;162
10;5;506;177
10;5;506;160
10;5;508;265
10;5;505;173
10;5;506;152
10;5;507;222
10;5;503;138
10;5;505;165
10;5;504;113
10;5;508;122
10;5;505;125
10;5;507;108
10;5;503;112
10;5;507;122
10;5;509;109
10;5;507;108
10;5;506;171
10;5;497;121
10;5;505;124
10;5;505;113
10;5;502;169
10;5;507;124
10;5;504;159
10;5;507;162
10;5;502;142
10;5;500;140
10;5;506;157
10;5;504;237
10;5;504;224
10;5;503;157
10;5;504;245
10;5;501;202
10;5;508;154
10;5;507;137
10;5;502;143
10;5;506;133
10;5;502;141
10;5;505;141
10;5;504;151
10;5;504;130
10;5;504;141
10;5;503;130
10;5;498;142
10;5;505;142
10;5;508;142
10;5;499;128
10;5;501;115
10;5;506;111
10;5;505;118
10;5;507;134
10;5;505;134
10;5;503;132
10;5;509;139
10;5;508;142
10;5;507;141
10;5;504;118
10;5;503;108
10;5;500;130
10;5;503;131
10;5;505;133
10;5;505;133
10;5;504;128
10;5;504;130
10;5;511;112
10;5;506;127
10;5;503;136
10;5;507;140
10;5;506;141
10;5;507;144
10;5;506;123
10;5;503;142
10;5;505;142
10;5;507;141
10;5;511;139
10;5;509;141
10;5;505;142
10;5;503;141
10;5;503;140
10;5;503;126
10;5;503;142
10;5;502;129
10;5;509;124
10;5;501;111
10;5;507;127
10;5;501;132
10;5;503;131
10;5;505;95
10;5;505;118
10;5;503;132
10;5;505;109
10;5;506;114
10;5;507;130
10;5;507;132
10;5;504;123
10;5;507;116
10;5;504;119
10;5;504;127
10;5;505;122
10;5;505;116
10;5;501;123
10;5;505;167
10;5;503;144
10;5;506;142
10;5;508;140
10;5;502;139
10;5;503;141
10;5;507;148
10;5;507;155
10;5;503;139
10;5;506;200
10;5;506;143
10;5;500;138
10;5;505;126
10;5;507;186
10;5;506;149
10;5;506;140
10;5;506;140
10;5;506;167
10;5;506;135
10;5;507;165
10;5;504;156
10;5;509;153
10;5;506;125
10;5;502;115
10;5;508;131
10;5;503;107
10;5;501;109
10;5;506;112
10;5;512;115
10;5;505;159
10;5;501;154
10;5;508;176
10;5;504;156
10;5;502;123
10;5;508;142
10;5;506;123
10;5;507;141
10;5;505;178
10;5;508;154
10;5;508;175
10;5;503;157
10;5;497;147
10;5;503;151
10;5;503;134
10;5;504;187
10;5;507;128
10;5;503;137
10;5;504;133
10;5;505;163
10;5;507;142
10;5;504;140
10;5;506;141
10;5;505;143
10;5;505;136
10;5;507;138
10;5;507;138
10;5;505;139
10;5;504;141
10;5;509;141
10;5;508;153
10;5;512;141
10;5;504;138
10;5;508;133
10;5;506;133
10;5;510;135
10;5;504;137
10;5;509;138
10;5;504;141
10;5;507;129
10;5;508;140
10;5;504;142
10;5;507;141
10;5;503;136
10;5;508;156
10;5;504;139
10;5;507;142
10;5;506;113
10;5;506;140
10;5;506;141
10;5;503;133
10;5;507;130
10;5;502;130
10;5;505;142
10;5;502;142
10;5;504;137
10;5;504;121
10;5;508;142
10;5;507;142
10;5;506;140
10;5;509;140
10;5;506;140
10;5;506;140
10;5;508;139
10;5;507;140
10;5;507;140
10;5;506;141
10;5;509;140
10;5;507;140
10;5;509;140
10;5;504;140
10;5;504;140
10;5;502;139
10;5;506;140
10;5;507;140
10;5;503;140
10;5;507;140
10;5;504;140
10;5;511;139
10;5;511;140
10;5;506;141
10;5;509;140
10;5;505;152
10;5;503;176
10;5;507;155
10;5;505;168
10;5;506;134
10;5;503;154
10;5;511;156
10;5;504;139
10;5;506;153
10;5;506;150
10;5;506;138
10;5;508;172
10;5;507;120
10;5;505;114
10;5;507;103
10;5;503;150
10;5;505;134
10;5;508;137
10;5;506;138
10;5;504;142
10;5;508;142
10;5;508;142
10;5;503;142
10;5;505;138
10;5;502;143
10;5;503;140
10;5;501;140
10;5;501;140
10;5;506;141
10;5;509;140
10;5;505;140
10;5;507;140
10;5;509;140
10;5;508;140
10;5;510;140
10;5;510;140
10;5;510;140
10;5;505;140
10;5;510;146
10;5;507;133
10;5;505;148
10;5;510;175
10;5;507;143
10;5;500;141
10;5;509;140
10;5;504;140
10;5;504;116
10;5;510;140
10;5;507;136
10;5;505;116
10;5;501;137
10;5;503;134
10;5;508;138
10;5;501;140
10;5;504;140
10;5;505;140
10;5;504;139
10;5;506;140
10;5;505;140
10;5;503;142
10;5;504;141
10;5;504;142
10;5;506;141
10;5;505;140
10;5;503;141
10;5;507;141
10;5;497;142
10;5;505;137
10;5;506;139
10;5;504;139
10;5;505;140
10;5;505;141
10;5;507;142
10;5;503;141
10;5;508;141
10;5;506;155
10;5;508;139
10;5;504;127
10;5;505;141
10;5;504;137
10;5;505;141
10;5;507;141
10;5;504;133
10;5;509;141
10;5;504;130
10;5;507;143
10;5;506;126
10;5;509;120
10;5;506;131
10;5;504;117
10;5;507;121
10;5;507;95
10;5;505;94
10;5;506;94
10;5;507;107
10;5;506;123
10;5;507;108
10;5;504;127
10;5;507;107
10;5;501;123
10;5;505;115
10;5;508;110
10;5;507;114
10;5;503;104
10;5;509;104
10;5;506;119
10;5;505;127
10;5;508;117
10;5;506;103
10;5;506;136
10;5;508;123
10;5;510;110
10;5;503;108
10;5;507;103
10;5;503;118
10;5;500;104
10;5;502;109
10;5;505;112
10;5;508;99
10;5;504;106
10;5;508;109
10;5;507;115
10;5;507;137
10;5;505;132
10;5;507;140
10;5;502;143
10;5;504;116
10;5;497;266
10;5;501;123
10;5;505;119
10;5;505;107
10;5;502;145
10;5;509;128
10;5;506;133
10;5;506;115
10;5;503;125
10;5;511;105
10;5;501;95
10;5;505;100
10;5;504;97
10;5;506;94
10;5;506;94
10;5;506;94
10;5;503;94
10;5;502;95
10;5;506;94
10;5;504;94
10;5;503;100
10;5;506;126
10;5;505;132
10;5;505;95
10;5;509;94
10;5;504;94
10;5;505;124
10;5;505;121
10;5;508;110
10;5;505;125
10;5;506;107
10;5;503;105
10;5;509;144
10;5;504;162
10;5;503;120
10;5;509;117
10;5;508;109
10;5;505;136
10;5;503;158
10;5;501;298
10;5;507;317
10;5;506;159
10;5;510;186
10;5;505;341
10;5;505;151
10;5;509;177
10;5;503;121
10;5;507;118
10;5;507;139
10;5;507;131
10;5;500;117
10;5;505;128
10;5;508;115
10;5;507;128
10;5;507;125
10;5;505;105
10;5;506;115
10;5;506;101
10;5;511;101
10;5;506;103
10;5;507;100
10;5;507;96
10;5;504;110
10;5;505;100
10;5;502;103
10;5;503;136
10;5;504;107
10;5;506;111
10;5;504;129
10;5;510;119
10;5;507;124
10;5;505;140
10;5;502;123
10;5;504;104
10;5;504;123
10;5;499;102
10;5;510;110
10;5;500;139
10;5;504;120
10;5;505;132
10;5;504;130
10;5;504;129
10;5;503;130
10;5;505;133
10;6;506;153
10;6;508;152
10;6;510;152
10;6;507;152
10;6;501;164
10;6;509;153
10;6;506;157
10;6;514;158
10;6;512;157
10;6;510;122
10;6;508;141
10;6;511;149
10;6;510;139
10;6;501;107
10;6;510;147
10;6;512;123
10;6;509;125
10;6;511;120
10;6;508;157
10;6;508;119
10;6;508;111
10;6;502;121
10;6;506;120
10;6;510;117
10;6;506;152
10;6;512;121
10;6;504;145
10;6;510;152
10;6;510;161
10;6;506;125
10;6;507;132
10;6;505;120
10;6;506;154
10;6;508;124
10;6;511;160
10;6;509;143
10;6;502;160
10;6;509;148
10;6;509;149
10;6;512;148
10;6;514;164
10;6;508;156
10;6;510;161
10;6;510;129
10;6;509;150
10;6;507;111
10;6;511;129
10;6;509;131
10;6;505;157
10;6;510;160
10;6;510;161
10;6;503;161
10;6;510;161
10;6;505;159
10;6;513;161
10;6;512;160
10;6;505;160
10;6;506;160
10;6;506;160
10;6;511;120
10;6;515;108
10;6;509;133
10;6;505;118
10;6;504;152
10;6;509;118
10;6;510;110
10;6;505;152
10;6;514;135
10;6;509;163
10;6;512;162
10;6;506;162
10;6;510;146
10;6;509;284
10;6;505;197
10;6;512;147
10;6;507;206
10;6;510;158
10;6;511;239
10;6;502;160
10;6;506;177
10;6;506;313
10;6;504;127
10;6;510;138
10;6;508;150
10;6;509;138
10;6;510;150
10;6;503;118
10;6;508;146
10;6;510;158
10;6;509;123
10;6;504;120
10;6;513;152
10;6;511;177
10;6;505;184
10;6;509;159
10;6;503;160
10;6;507;136
10;6;509;157
10;6;513;150
10;6;508;155
10;6;506;157
10;6;506;125
10;6;511;161
10;6;509;228
10;6;508;197
10;6;510;200
10;6;507;186
10;6;509;140
10;6;509;171
10;6;511;134
10;6;511;179
10;6;506;157
10;6;506;126
10;6;511;138
10;6;510;141
10;6;504;112
10;6;510;107
10;6;505;115
10;6;505;117
10;6;503;132
10;6;511;125
10;6;511;109
10;6;507;130
10;6;511;115
10;6;508;115
10;6;509;109
10;6;509;106
10;6;507;122
10;6;513;137
10;6;507;131
10;6;506;135
10;6;511;144
10;6;509;108
10;6;508;120
10;6;510;111
10;6;504;107
10;6;506;143
10;6;510;138
10;6;509;150
10;6;508;114
10;6;509;119
10;6;508;131
10;6;509;150
10;6;508;148
10;6;509;148
10;6;510;151
10;6;509;153
10;6;507;151
10;6;508;151
10;6;506;153
10;6;515;153
10;6;509;154
10;6;504;157
10;6;508;162
10;6;514;147
10;6;505;126
10;6;510;127
10;6;507;121
10;6;506;165
10;6;511;114
10;6;505;149
10;6;505;115
10;6;503;120
10;6;508;145
10;6;505;122
10;6;508;124
10;6;513;117
10;6;509;110
10;6;507;124
10;6;508;142
10;6;508;128
10;6;509;121
10;6;512;137
10;6;509;129
10;6;508;157
10;6;504;144
10;6;507;139
10;6;509;159
10;6;507;154
10;6;506;156
10;6;513;153
10;6;511;157
10;6;504;151
10;6;508;153
10;6;506;152
10;6;507;151
10;6;511;153
10;6;509;183
10;6;511;154
10;6;507;155
10;6;506;153
10;6;508;153
10;6;506;153
10;6;509;153
10;6;508;154
10;6;507;153
10;6;508;153
10;6;505;175
10;6;510;161
10;6;507;156
10;6;503;159
10;6;508;161
10;6;507;160
10;6;509;159
10;6;511;160
10;6;507;160
10;6;513;160
10;6;504;156
10;6;512;154
10;6;507;171
10;6;509;154
10;6;505;156
10;6;504;154
10;6;508;157
10;6;510;157
10;6;510;159
10;6;511;158
10;6;513;159
10;6;511;159
10;6;506;160
10;6;512;157
10;6;504;156
10;6;508;173
10;6;510;160
10;6;513;161
10;6;509;160
10;6;507;159
10;6;508;158
10;6;510;159
10;6;506;157
10;6;509;158
10;6;506;160
10;6;511;165
10;6;515;156
10;6;504;158
10;6;508;159
10;6;510;158
10;6;507;160
10;6;508;158
10;6;509;160
10;6;508;159
10;6;510;159
10;6;511;159
10;6;506;158
10;6;509;159
10;6;511;159
10;6;506;161
10;6;508;159
10;6;505;159
10;6;508;155
10;6;507;159
10;6;507;157
10;6;511;159
10;6;506;156
10;6;510;157
10;6;507;155
10;6;510;158
10;6;510;157
10;6;506;157
10;6;510;159
10;6;505;161
10;6;509;181
10;6;507;179
10;6;509;187
10;6;509;179
10;6;506;178
10;6;510;185
10;6;506;185
10;6;507;160
10;6;507;165
10;6;511;197
10;6;515;172
10;6;511;207
10;6;510;5752
10;6;506;167
10;6;509;157
10;6;509;153
10;6;508;153
10;6;508;157
10;6;512;154
10;6;509;156
10;6;505;153
10;6;514;130
10;6;513;112
10;6;503;107
10;6;512;128
10;6;506;155
10;6;509;162
10;6;507;150
10;6;512;150
10;6;501;151
10;6;512;152
10;6;507;150
10;6;505;123
10;6;507;156
10;6;512;127
10;6;508;154
10;6;509;154
10;6;514;131
10;6;505;121
10;6;510;121
10;6;512;151
10;6;508;116
10;6;509;119
10;6;507;160
10;6;505;117
10;6;506;117
10;6;509;136
10;6;512;149
10;6;507;166
10;6;509;155
10;6;503;160
10;6;507;152
10;6;508;158
10;6;507;159
10;6;506;158
10;6;511;154
10;6;513;143
10;6;508;148
10;6;510;172
10;6;509;152
10;6;506;154
10;6;509;127
10;6;510;153
10;6;506;141
10;6;506;157
10;6;505;154
10;6;507;156
10;6;510;169
10;6;511;159
10;6;508;157
10;6;511;157
10;6;512;157
10;6;511;160
10;6;512;172
10;6;511;176
10;6;505;164
10;6;512;157
10;6;511;152
10;6;508;163
10;6;505;165
10;6;508;166
10;6;512;160
10;6;510;160
10;6;510;165
10;6;510;172
10;6;508;194
10;6;511;182
10;6;512;171
10;6;510;156
10;6;509;160
10;6;506;157
10;6;515;227
10;6;504;189
10;6;506;174
10;6;511;484
10;6;507;189
10;6;510;157
10;6;504;157
10;6;506;205
10;6;510;165
10;6;507;180
10;6;510;148
10;6;507;184
10;6;508;253
10;6;511;405
10;6;510;379
10;6;507;221
10;6;511;188
10;6;507;192
10;6;508;241
10;6;512;136
10;6;504;110
10;6;501;184
10;6;512;144
10;6;505;143
10;6;511;207
10;6;505;169
10;6;510;250
10;6;507;195
10;6;511;205
10;6;507;170
10;6;509;160
10;6;508;159
10;6;508;158
10;6;508;158
10;6;508;158
10;6;509;158
10;6;504;157
10;6;509;158
10;6;504;162
10;6;510;166
10;6;506;157
10;6;510;158
10;6;507;157
10;6;504;157
10;6;513;168
10;6;507;161
10;6;507;146
10;6;511;152
10;6;508;151
10;6;505;152
10;6;507;166
10;6;509;156
10;6;506;155
10;6;505;159
10;6;510;161
10;6;514;160
10;6;511;159
10;6;509;159
10;6;510;161
10;6;510;145
10;6;506;160
10;6;516;158
10;6;509;157
10;6;509;146
10;6;512;152
10;6;505;140
10;6;513;162
10;6;508;153
10;6;507;149
10;6;509;152
10;6;508;161
10;6;513;158
10;6;512;156
10;6;508;154
10;6;502;157
10;6;510;161
10;6;505;154
10;6;511;155
10;6;509;160
10;6;503;152
10;6;512;141
10;6;505;162
10;6;510;162
10;6;507;793
10;6;507;1177
10;6;505;592
10;6;511;1166
10;6;507;177
10;6;508;188
10;6;508;254
10;6;509;460
10;6;506;173
10;6;505;404
10;6;510;429
10;6;508;642
10;6;510;257
10;6;507;204
10;6;505;271
10;6;509;174
10;6;506;155
10;6;508;161
10;6;503;151
10;6;502;132
10;6;510;126
10;6;508;146
10;6;511;161
10;6;507;161
10;6;506;162
10;6;506;148
10;6;509;153
10;6;509;159
10;6;506;155
10;6;509;149
10;6;505;169
10;6;504;160
10;6;512;161
10;6;508;161
10;6;511;161
10;6;506;159
10;6;508;161
10;6;507;157
10;6;505;158
10;6;505;160
10;6;510;160
10;6;507;161
10;6;504;159
10;6;506;159
10;6;503;158
10;6;509;159
10;6;508;160
10;6;507;152
10;6;510;154
10;6;507;159
10;6;509;153
10;6;506;161
10;6;508;174
10;6;507;131
10;6;504;148
10;6;509;130
10;6;511;138
10;6;508;118
10;6;505;126
10;6;508;157
10;6;510;131
10;6;508;141
10;6;507;147
10;6;509;126
10;6;509;128
10;6;505;128
10;6;506;127
10;6;508;159
10;6;508;132
10;6;505;160
10;6;507;144
10;6;506;128
10;6;507;126
10;6;508;145
10;6;507;134
10;6;504;126
10;6;512;157
10;6;506;176
10;6;507;186
10;6;509;176
10;6;510;162
10;6;504;178
10;6;506;153
10;6;511;156
10;6;507;161
10;6;506;134
10;6;506;118
10;6;507;141
10;6;507;136
10;6;508;138
10;6;512;148
10;6;508;136
10;6;512;161
10;6;507;161
10;6;504;161
10;6;507;163
10;6;507;235
10;6;508;183
10;6;508;161
10;6;507;173
10;6;513;186
10;6;509;186
10;6;508;184
10;6;508;180
10;6;506;181
10;6;509;175
10;6;509;160
10;6;509;160
10;6;509;232
10;6;505;193
10;6;511;162
10;6;511;155
10;6;509;193
10;6;509;195
10;6;509;182
10;6;505;163
10;6;511;234
10;6;503;260
10;6;509;242
10;6;510;163
10;6;507;160
10;6;506;156
10;6;512;149
10;6;514;144
10;6;511;155
10;6;511;163
10;6;505;160
10;6;509;162
10;6;509;158
10;6;510;155
10;6;506;146
10;6;507;155
10;6;509;150
10;6;502;158
10;6;505;152
10;6;506;157
10;6;508;156
10;6;509;160
10;6;502;155
10;6;512;161
10;6;511;162
10;6;509;157
10;6;509;161
10;6;506;128
10;6;510;134
10;6;509;149
10;6;509;157
10;6;511;157
10;6;508;143
10;6;510;154
10;6;509;155
10;6;512;151
10;6;507;143
10;6;510;158
10;6;508;153
10;6;510;158
10;6;505;145
10;6;509;160
10;6;510;170
10;6;507;147
10;6;507;141
10;6;510;148
10;6;510;148
10;6;510;159
10;6;507;174
10;6;508;110
10;6;512;159
10;6;506;141
10;6;509;161
10;6;505;135
10;6;512;145
10;6;507;140
10;6;500;151
10;6;507;135
10;6;509;125
10;6;511;160
10;6;511;160
10;6;510;159
10;6;505;157
10;6;506;159
10;6;508;174
10;6;506;159
10;6;511;161
10;6;509;150
10;6;505;160
10;6;509;158
10;6;503;147
10;6;514;158
10;6;506;161
10;6;511;160
10;6;509;159
10;6;513;133
10;6;502;154
10;6;504;147
10;6;508;139
10;6;506;133
10;6;506;156
10;6;509;174
10;6;509;167
10;6;513;158
10;6;506;148
10;6;508;150
10;6;514;151
10;6;511;155
10;6;509;149
10;6;507;199
10;6;508;162
10;6;512;476
10;6;512;171
10;6;508;109
10;6;510;131
10;6;510;191
10;6;509;171
10;6;506;169
10;6;508;197
10;6;506;140
10;6;509;141
10;6;509;155
10;6;508;151
10;6;514;201
10;6;509;136
10;6;509;124
10;6;511;107
10;6;510;130
10;6;509;146
10;6;512;161
10;6;509;160
10;6;509;137
10;6;508;114
10;6;506;133
10;6;509;107
10;6;502;138
10;6;509;133
10;6;506;127
10;6;513;175
10;6;506;139
10;6;507;128
10;6;505;145
10;6;507;125
10;6;508;109
10;6;505;151
10;6;514;123
10;6;510;121
10;6;505;144
10;6;509;149
10;6;508;191
10;6;510;160
10;6;508;156
10;6;509;165
10;6;506;162
10;6;506;161
10;6;505;156
10;6;510;155
10;6;510;147
10;6;512;160
10;6;510;160
10;6;512;146
10;6;509;157
10;6;511;155
10;6;510;142
10;6;509;132
10;6;512;160
10;6;510;161
10;6;506;161
10;6;506;153
10;6;511;128
10;6;506;177
10;6;512;128
10;6;514;107
10;6;506;150
10;6;510;163
10;6;511;146
10;6;508;126
